anio,mes,ciclo_laboral,day,dia_label,fin_de_semana,principo_mes,fin_de_mes,hora,noche,horario_bancario,delito_tipo,delito_subtipo,uso_arma,calle,cajeros_a_100,cajeros_a_200,banco,red,bancos_a_100,bancos_a_200,comisarias_a_100,comisarias_a_200,precio_m2_usd,densidad_pob,pct_hogares_nbi,barrio,comuna
2019,ABRIL,Ciclo laboral,25,JUEVES,no,no,si,19,si,no,Robo,Robo total,NO,CALLE,no,no,CABAL COOP. LTDA.,LINK,no,no,no,no,2825,8114.2803861933,0.0431266846361186,SAAVEDRA,12
2019,SEPTIEMBRE,Ciclo laboral,16,LUNES,no,no,no,9,no,no,Robo,Robo total,NO,CALLE,no,no,CABAL COOP. LTDA.,LINK,no,no,no,no,2825,8114.2803861933,0.0431266846361186,SAAVEDRA,12
2019,AGOSTO,Ciclo laboral,16,VIERNES,no,no,no,16,no,si,Robo,Robo total,NO,CALLE,no,no,Banco Supervielle,BANELCO,no,no,no,no,2825,8134.800435789054,0.006269592476489028,SAAVEDRA,12
2019,SEPTIEMBRE,Ciclo laboral,8,DOMINGO,si,no,no,20,si,no,Robo,Robo total,NO,CALLE,no,no,CABAL COOP. LTDA.,LINK,no,no,no,no,2825,8988.975748371187,0.008695652173913044,SAAVEDRA,12
2019,FEBRERO,Vacaciones,20,MIERCOLES,no,no,no,6,si,no,Robo,Robo total,NO,CALLE,no,si,HSBC Bank Argentina,BANELCO,no,si,no,no,2825,8114.2803861933,0.0431266846361186,SAAVEDRA,12
2019,ABRIL,Ciclo laboral,15,LUNES,no,no,no,9,no,no,Robo,Robo total,SI,CALLE,no,si,Banco Itaú,BANELCO,no,si,no,no,2825,30686.087555387112,0.01015228426395939,SAAVEDRA,12
2019,ABRIL,Ciclo laboral,15,LUNES,no,no,no,10,no,si,Robo,Robo total,SI,CALLE,si,si,Banco Santander Río,BANELCO,no,si,no,no,2825,30686.087555387112,0.01015228426395939,SAAVEDRA,12
2019,NOVIEMBRE,Ciclo laboral,18,LUNES,no,no,no,22,si,no,Robo,Robo total,SI,CALLE,no,si,HSBC Bank Argentina,BANELCO,no,no,no,no,2825,17106.622901073453,0.00949367088607595,SAAVEDRA,12
2019,AGOSTO,Ciclo laboral,7,MIERCOLES,no,si,no,12,no,si,Robo,Robo total,NO,AVENIDA,no,no,CABAL COOP. LTDA.,LINK,no,no,no,no,2825,6682.380260626521,0.027472527472527472,SAAVEDRA,12
2019,NOVIEMBRE,Ciclo laboral,5,MARTES,no,si,no,12,no,si,Robo,Robo total,NO,CALLE,no,si,Banco Santander Río,BANELCO,no,no,no,no,2825,30686.087555387112,0.01015228426395939,SAAVEDRA,12
2019,AGOSTO,Ciclo laboral,21,MIERCOLES,no,no,no,0,si,no,Robo,Robo total,NO,CALLE,no,no,Banco Santander Río,BANELCO,no,no,no,no,2825,12816.512161066983,0.020689655172413793,SAAVEDRA,12
2019,NOVIEMBRE,Ciclo laboral,11,LUNES,no,no,no,0,si,no,Robo,Robo total,SI,CALLE,no,no,Banco Santander Río,BANELCO,no,no,no,no,2825,17106.622901073453,0.00949367088607595,SAAVEDRA,12
2019,FEBRERO,Vacaciones,4,LUNES,no,si,no,17,no,si,Robo,Robo total,NO,CALLE,si,si,Banco Santander Río,BANELCO,no,si,no,no,2825,30686.087555387112,0.01015228426395939,SAAVEDRA,12
2019,MAYO,Ciclo laboral,28,MARTES,no,no,si,14,no,si,Robo,Robo total,NO,AVENIDA,si,si,Banco Santander Río,BANELCO,si,si,no,no,2825,13752.614943881394,0.006734006734006734,SAAVEDRA,12
2019,OCTUBRE,Ciclo laboral,7,LUNES,no,si,no,19,si,no,Robo,Robo total,NO,AVENIDA,si,si,HSBC Bank Argentina,BANELCO,no,si,no,no,2825,8114.2803861933,0.0431266846361186,SAAVEDRA,12
2019,JUNIO,Ciclo laboral,11,MARTES,no,no,no,9,no,no,Robo,Robo total,NO,PASAJE,no,si,Banco Santander Río,BANELCO,no,si,no,no,2825,6098.628747687273,0.008032128514056224,SAAVEDRA,12
2019,OCTUBRE,Ciclo laboral,21,LUNES,no,no,no,22,si,no,Robo,Robo total,NO,CALLE,no,si,Banco Santander Río,BANELCO,no,no,no,no,2825,15384.29371210467,0.004464285714285714,SAAVEDRA,12
2019,OCTUBRE,Ciclo laboral,15,MARTES,no,no,no,23,si,no,Robo,Robo total,SI,CALLE,no,si,BANCO DE LA NACION ARGENTINA,LINK,no,si,no,no,2825,29418.47280724319,0.003683241252302026,SAAVEDRA,12
2019,JULIO,Ciclo laboral,18,JUEVES,no,no,no,17,no,si,Robo,Robo total,NO,CALLE,no,si,Banco Santander Río,BANELCO,no,no,no,no,2825,15384.29371210467,0.004464285714285714,SAAVEDRA,12
2019,FEBRERO,Vacaciones,28,JUEVES,no,no,si,13,no,si,Robo,Robo total,NO,CALLE,no,no,Banco Santander Río,BANELCO,no,no,no,no,2825,33454.827295978735,0.007220216606498195,SAAVEDRA,12
2019,SEPTIEMBRE,Ciclo laboral,7,SABADO,si,si,no,11,no,no,Robo,Robo total,SI,CALLE,no,no,Banco Supervielle,BANELCO,no,no,no,no,2825,14794.852261688422,0.0057306590257879654,SAAVEDRA,12
2019,SEPTIEMBRE,Ciclo laboral,13,VIERNES,no,no,no,16,no,si,Robo,Robo total,NO,CALLE,no,no,Banco Santander Río,BANELCO,no,no,no,no,2825,14794.852261688422,0.0057306590257879654,SAAVEDRA,12
2019,FEBRERO,Vacaciones,13,MIERCOLES,no,no,no,9,no,no,Robo,Robo total,SI,AVENIDA,no,no,Banco Supervielle,BANELCO,no,no,no,no,2825,18068.591774466477,0.005263157894736842,SAAVEDRA,12
2019,AGOSTO,Ciclo laboral,28,MIERCOLES,no,no,si,15,no,si,Robo,Robo total,NO,AVENIDA,no,no,Banco Itaú,BANELCO,no,no,no,no,3407,29066.34764739701,0.004962779156327543,NUÑEZ,13
2019,OCTUBRE,Ciclo laboral,18,VIERNES,no,no,no,0,si,no,Robo,Robo total,SI,CALLE,no,no,Banco Supervielle,BANELCO,no,no,no,no,2786,15808.942975349977,0.0032258064516129032,COGHLAN,12
2019,OCTUBRE,Ciclo laboral,19,SABADO,si,no,no,6,si,no,Robo,Robo total,SI,CALLE,no,no,BBVA Banco Francés,BANELCO,no,no,no,no,2825,10474.553846711164,0.041811846689895474,SAAVEDRA,12
2019,MARZO,Ciclo laboral,5,MARTES,no,si,no,9,no,no,Robo,Robo total,SI,CALLE,no,no,BBVA Banco Francés,BANELCO,no,no,no,no,2825,13928.09978574894,0,SAAVEDRA,12
2019,FEBRERO,Vacaciones,24,DOMINGO,si,no,si,23,si,no,Robo,Robo total,NO,CALLE,no,si,BBVA Banco Francés,BANELCO,no,no,no,no,2825,13752.614943881394,0.006734006734006734,SAAVEDRA,12
2019,JULIO,Ciclo laboral,18,JUEVES,no,no,no,20,si,no,Robo,Robo total,SI,CALLE,no,si,BBVA Banco Francés,BANELCO,no,no,no,no,2825,10474.553846711164,0.041811846689895474,SAAVEDRA,12
2019,AGOSTO,Ciclo laboral,26,LUNES,no,no,si,12,no,si,Robo,Robo total,SI,CALLE,si,si,BBVA Banco Francés,BANELCO,no,no,no,no,2825,13928.09978574894,0,SAAVEDRA,12
2019,OCTUBRE,Ciclo laboral,12,SABADO,si,no,no,6,si,no,Robo,Robo total,NO,CALLE,no,no,BBVA Banco Francés,BANELCO,no,no,no,no,2825,10474.553846711164,0.041811846689895474,SAAVEDRA,12
2019,ENERO,Vacaciones,4,VIERNES,no,si,no,19,si,no,Robo,Robo total,NO,AVENIDA,no,no,BBVA Banco Francés,BANELCO,no,no,no,no,2030,1357.3411644928547,0.05263157894736842,MATADEROS,9
2019,MARZO,Ciclo laboral,12,MARTES,no,no,no,12,no,si,Robo,Robo total,SI,AVENIDA,no,no,HSBC Bank Argentina,BANELCO,si,si,no,no,2030,7178.2409997635505,0.010238907849829351,MATADEROS,9
2019,MAYO,Ciclo laboral,22,MIERCOLES,no,no,no,23,si,no,Robo,Robo total,SI,CALLE,no,no,Banco Itaú,BANELCO,no,no,no,no,2030,7178.2409997635505,0.010238907849829351,MATADEROS,9
2019,FEBRERO,Vacaciones,26,MARTES,no,no,si,12,no,si,Robo,Robo total,NO,AVENIDA,no,no,BBVA Banco Francés,BANELCO,no,no,no,no,2030,3999.9665765422874,0.06550218340611354,MATADEROS,9
2019,JULIO,Ciclo laboral,17,MIERCOLES,no,no,no,22,si,no,Robo,Robo total,NO,AVENIDA,no,no,BBVA Banco Francés,BANELCO,no,no,no,no,2030,3999.9665765422874,0.06550218340611354,MATADEROS,9
2019,ABRIL,Ciclo laboral,19,VIERNES,no,no,no,17,no,si,Robo,Robo total,NO,CALLE,no,no,BBVA Banco Francés,BANELCO,no,no,no,no,2030,3999.9665765422874,0.06550218340611354,MATADEROS,9
2019,MAYO,Ciclo laboral,9,JUEVES,no,no,no,18,si,no,Robo,Robo total,NO,AVENIDA,no,no,BBVA Banco Francés,BANELCO,no,no,no,no,2030,3999.9665765422874,0.06550218340611354,MATADEROS,9
2019,JUNIO,Ciclo laboral,26,MIERCOLES,no,no,si,10,no,si,Robo,Robo total,NO,CALLE,no,no,Banco Santander Río,BANELCO,no,no,no,no,1097,6814.494774274886,0.08710801393728224,LUGANO,8
2019,AGOSTO,Ciclo laboral,6,MARTES,no,si,no,10,no,si,Robo,Robo total,SI,AVENIDA,no,no,Banco Santander Río,BANELCO,no,no,no,no,2030,8935.150823896473,0.022508038585209004,MATADEROS,9
2019,DICIEMBRE,Vacaciones,21,SABADO,si,no,no,13,no,no,Robo,Robo total,NO,CALLE,no,no,BBVA Banco Francés,BANELCO,no,no,no,no,2030,10702.86595835226,0.02821316614420063,MATADEROS,9
2019,ABRIL,Ciclo laboral,23,MARTES,no,no,no,19,si,no,Robo,Robo total,SI,PASAJE,no,no,Banco Santander Río,BANELCO,no,no,no,no,2030,7900.56792728001,0.02586206896551724,MATADEROS,9
2019,ENERO,Vacaciones,26,SABADO,si,no,si,5,si,no,Robo,Robo total,NO,CALLE,no,no,Banco Santander Río,BANELCO,no,no,no,no,2030,3786.632419097585,0.009478672985781991,MATADEROS,9
2019,NOVIEMBRE,Ciclo laboral,20,MIERCOLES,no,no,no,0,si,no,Robo,Robo total,SI,CALLE,no,si,Banco Santander Río,BANELCO,no,no,no,no,2030,7843.32212381609,0.05373134328358209,MATADEROS,9
2019,AGOSTO,Ciclo laboral,10,SABADO,si,no,no,21,si,no,Robo,Robo total,SI,CALLE,si,si,Banco Santander Río,BANELCO,no,no,no,no,2030,3356.24424785962,0.068,MATADEROS,9
2019,JUNIO,Ciclo laboral,3,LUNES,no,si,no,22,si,no,Robo,Robo total,NO,AVENIDA,no,no,Banco Santander Río,BANELCO,no,no,no,no,2030,3786.632419097585,0.009478672985781991,MATADEROS,9
2019,DICIEMBRE,Vacaciones,9,LUNES,no,no,no,16,no,si,Robo,Robo total,NO,AVENIDA,no,no,Banco Santander Río,BANELCO,no,no,no,no,2030,3786.632419097585,0.009478672985781991,MATADEROS,9
2019,MAYO,Ciclo laboral,9,JUEVES,no,no,no,11,no,si,Robo,Robo total,NO,AVENIDA,no,no,Banco Santander Río,BANELCO,no,no,no,no,2030,3786.632419097585,0.009478672985781991,MATADEROS,9
2019,SEPTIEMBRE,Ciclo laboral,3,MARTES,no,si,no,10,no,si,Robo,Robo total,SI,AVENIDA,no,no,Banco Santander Río,BANELCO,no,no,no,no,2030,3356.24424785962,0.068,MATADEROS,9
2019,MAYO,Ciclo laboral,15,MIERCOLES,no,no,no,9,no,no,Robo,Robo total,NO,AVENIDA,no,no,Banco Santander Río,BANELCO,no,no,no,no,2030,1357.3411644928547,0.05263157894736842,MATADEROS,9
2019,SEPTIEMBRE,Ciclo laboral,23,LUNES,no,no,no,8,no,no,Robo,Robo total,SI,AVENIDA,no,no,Banco Santander Río,BANELCO,no,no,no,no,2030,3356.24424785962,0.068,MATADEROS,9
2019,JULIO,Ciclo laboral,31,MIERCOLES,no,no,si,18,si,no,Robo,Robo total,NO,CALLE,no,no,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,no,no,no,2030,9926.278598210622,0.1388101983002833,MATADEROS,9
2019,MAYO,Ciclo laboral,6,LUNES,no,si,no,10,no,si,Robo,Robo total,NO,AVENIDA,no,no,Banco Santander Río,BANELCO,no,no,no,no,2030,3356.24424785962,0.068,MATADEROS,9
2019,FEBRERO,Vacaciones,8,VIERNES,no,no,no,11,no,si,Robo,Robo total,NO,AVENIDA,no,si,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,si,si,no,no,2030,13697.118775679925,0.006349206349206349,MATADEROS,9
2019,JULIO,Ciclo laboral,23,MARTES,no,no,no,17,no,si,Robo,Robo total,SI,CALLE,si,si,Banco Santander Río,BANELCO,si,si,no,no,2030,12446.839870488899,0.037037037037037035,MATADEROS,9
2019,MAYO,Ciclo laboral,30,JUEVES,no,no,si,16,no,si,Robo,Robo total,SI,CALLE,no,si,CABAL COOP. LTDA.,LINK,no,si,no,no,2030,11039.9518971177,0.03282828282828283,MATADEROS,9
2019,ABRIL,Ciclo laboral,12,VIERNES,no,no,no,15,no,si,Robo,Robo total,NO,CALLE,no,si,Banco Santander Río,BANELCO,no,no,no,no,2030,7843.32212381609,0.05373134328358209,MATADEROS,9
2019,OCTUBRE,Ciclo laboral,7,LUNES,no,si,no,13,no,si,Robo,Robo total,SI,CALLE,no,si,Banco Santander Río,BANELCO,no,si,no,no,2030,7843.32212381609,0.05373134328358209,MATADEROS,9
2019,FEBRERO,Vacaciones,4,LUNES,no,si,no,21,si,no,Robo,Robo total,SI,CALLE,no,no,Banco Santander Río,BANELCO,no,no,no,no,2030,7843.32212381609,0.05373134328358209,MATADEROS,9
2019,AGOSTO,Ciclo laboral,12,LUNES,no,no,no,15,no,si,Robo,Robo total,NO,CALLE,no,si,Banco Santander Río,BANELCO,no,no,no,no,2030,7843.32212381609,0.05373134328358209,MATADEROS,9
2019,AGOSTO,Ciclo laboral,16,VIERNES,no,no,no,14,no,si,Robo,Robo total,NO,CALLE,no,si,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,no,si,no,no,2030,7843.32212381609,0.05373134328358209,MATADEROS,9
2019,OCTUBRE,Ciclo laboral,4,VIERNES,no,si,no,16,no,si,Robo,Robo total,NO,AVENIDA,si,si,Banco Santander Río,BANELCO,si,si,no,no,2030,7843.32212381609,0.05373134328358209,MATADEROS,9
2019,ENERO,Vacaciones,8,MARTES,no,no,no,22,si,no,Robo,Robo total,SI,CALLE,no,si,CABAL COOP. LTDA.,LINK,no,si,no,no,2030,11039.9518971177,0.03282828282828283,MATADEROS,9
2019,FEBRERO,Vacaciones,15,VIERNES,no,no,no,11,no,si,Robo,Robo total,NO,CALLE,si,si,CABAL COOP. LTDA.,LINK,no,si,no,no,2030,10538.800674305658,0.05093833780160858,MATADEROS,9
2019,MAYO,Ciclo laboral,7,MARTES,no,si,no,8,no,no,Robo,Robo total,NO,CALLE,si,si,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,si,si,no,no,2030,7843.32212381609,0.05373134328358209,MATADEROS,9
2019,AGOSTO,Ciclo laboral,14,MIERCOLES,no,no,no,10,no,si,Robo,Robo total,NO,CALLE,no,si,Banco Santander Río,BANELCO,no,no,no,no,2030,7843.32212381609,0.05373134328358209,MATADEROS,9
2019,SEPTIEMBRE,Ciclo laboral,17,MARTES,no,no,no,23,si,no,Robo,Robo total,SI,CALLE,no,si,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,no,si,no,no,2030,7843.32212381609,0.05373134328358209,MATADEROS,9
2019,MARZO,Ciclo laboral,12,MARTES,no,no,no,14,no,si,Robo,Robo total,SI,CALLE,no,no,Banco Galicia,BANELCO,no,no,no,no,2030,8204.865994747657,0.06501547987616099,MATADEROS,9
2019,FEBRERO,Vacaciones,7,JUEVES,no,si,no,20,si,no,Robo,Robo total,NO,CALLE,no,no,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,no,no,no,no,2030,8582.958598231004,0.03184713375796178,MATADEROS,9
2019,ABRIL,Ciclo laboral,29,LUNES,no,no,si,22,si,no,Robo,Robo total,SI,CALLE,no,no,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,no,no,no,no,2030,8582.958598231004,0.03184713375796178,MATADEROS,9
2019,AGOSTO,Ciclo laboral,26,LUNES,no,no,si,21,si,no,Robo,Robo total,SI,CALLE,no,no,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,no,no,no,no,2030,8582.958598231004,0.03184713375796178,MATADEROS,9
2019,OCTUBRE,Ciclo laboral,13,DOMINGO,si,no,no,19,si,no,Robo,Robo total,NO,AVENIDA,no,no,Banco Galicia,BANELCO,no,no,no,no,2030,8582.958598231004,0.03184713375796178,MATADEROS,9
2019,MARZO,Ciclo laboral,22,VIERNES,no,no,no,16,no,si,Robo,Robo total,NO,CALLE,no,no,Banco Galicia,BANELCO,no,no,no,no,2030,8204.865994747657,0.06501547987616099,MATADEROS,9
2019,ABRIL,Ciclo laboral,11,JUEVES,no,no,no,19,si,no,Robo,Robo total,SI,CALLE,no,no,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,no,no,no,no,2030,7950.852461305628,0.039473684210526314,MATADEROS,9
2019,JULIO,Ciclo laboral,22,LUNES,no,no,no,16,no,si,Robo,Robo total,NO,CALLE,no,no,Banco Santander Río,BANELCO,no,no,no,no,2030,3356.24424785962,0.068,MATADEROS,9
2019,SEPTIEMBRE,Ciclo laboral,6,VIERNES,no,si,no,18,si,no,Robo,Robo total,NO,AVENIDA,no,no,Banco Santander Río,BANELCO,no,no,no,no,2030,9431.469448161684,0.09202453987730061,MATADEROS,9
2019,JULIO,Ciclo laboral,25,JUEVES,no,no,si,1,si,no,Robo,Robo total,SI,AVENIDA,no,si,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,no,no,si,si,2030,1357.3411644928547,0.05263157894736842,MATADEROS,9
2019,ENERO,Vacaciones,29,MARTES,no,no,si,2,si,no,Robo,Robo total,NO,AVENIDA,no,no,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,no,no,no,no,2030,7950.852461305628,0.039473684210526314,MATADEROS,9
2019,MARZO,Ciclo laboral,7,JUEVES,no,si,no,18,si,no,Robo,Robo total,NO,CALLE,no,no,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,no,no,no,no,2030,7950.852461305628,0.039473684210526314,MATADEROS,9
2019,MAYO,Ciclo laboral,25,SABADO,si,no,si,16,no,no,Robo,Robo total,NO,CALLE,no,no,Banco Santander Río,BANELCO,no,no,no,no,2030,12446.839870488899,0.037037037037037035,MATADEROS,9
2019,NOVIEMBRE,Ciclo laboral,29,VIERNES,no,no,si,0,si,no,Robo,Robo total,SI,CALLE,no,no,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,no,no,no,2030,13315.029912029924,0.14285714285714285,MATADEROS,9
2019,FEBRERO,Vacaciones,10,DOMINGO,si,no,no,17,no,no,Robo,Robo total,SI,CALLE,no,si,Banco Patagonia,BANELCO,no,si,no,no,2030,54145.8301337298,0.005361930294906166,MATADEROS,9
2019,FEBRERO,Vacaciones,20,MIERCOLES,no,no,no,23,si,no,Robo,Robo total,NO,CALLE,no,no,Banco Patagonia,BANELCO,no,no,no,no,2030,14487.117765819026,0.10962566844919786,MATADEROS,9
2019,ENERO,Vacaciones,24,JUEVES,no,no,si,18,si,no,Robo,Robo total,NO,CALLE,no,no,Banco Patagonia,BANELCO,no,no,no,no,2030,14487.117765819026,0.10962566844919786,MATADEROS,9
2019,ABRIL,Ciclo laboral,12,VIERNES,no,no,no,18,si,no,Robo,Robo total,NO,AVENIDA,si,si,Banco Patagonia,BANELCO,si,si,no,no,2030,13044.784617910733,0.12173913043478261,MATADEROS,9
2019,MARZO,Ciclo laboral,3,DOMINGO,si,si,no,5,si,no,Robo,Robo total,SI,CALLE,no,no,HSBC Bank Argentina,BANELCO,no,no,no,no,2030,7000.837248550751,0.02356902356902357,MATADEROS,9
2019,JUNIO,Ciclo laboral,6,JUEVES,no,si,no,18,si,no,Robo,Robo total,NO,AVENIDA,no,no,Banco Patagonia,BANELCO,no,no,no,no,2030,10576.987042436629,0.0234375,MATADEROS,9
2019,MAYO,Ciclo laboral,20,LUNES,no,no,no,14,no,si,Robo,Robo total,NO,CALLE,no,no,Banco Patagonia,BANELCO,no,no,no,no,2030,14298.587246119485,0.00975609756097561,MATADEROS,9
2019,JULIO,Ciclo laboral,9,MARTES,no,no,no,0,si,no,Robo,Robo total,NO,CALLE,no,no,Banco Patagonia,BANELCO,no,no,no,no,2030,10576.987042436629,0.0234375,MATADEROS,9
2019,OCTUBRE,Ciclo laboral,3,JUEVES,no,si,no,22,si,no,Robo,Robo total,NO,CALLE,no,no,BBVA Banco Francés,BANELCO,no,no,no,no,2030,11841.363470434122,0.009569377990430622,MATADEROS,9
2019,JUNIO,Ciclo laboral,26,MIERCOLES,no,no,si,4,si,no,Robo,Robo total,NO,AVENIDA,no,no,Banco Patagonia,BANELCO,no,no,no,no,2030,10576.987042436629,0.0234375,MATADEROS,9
2019,SEPTIEMBRE,Ciclo laboral,23,LUNES,no,no,no,16,no,si,Robo,Robo total,NO,AVENIDA,no,si,Banco Santander Río,BANELCO,no,no,no,no,1097,11802.820660729087,0.036101083032490974,LUGANO,8
2019,MAYO,Ciclo laboral,2,JUEVES,no,si,no,11,no,si,Robo,Robo total,NO,CALLE,no,no,BBVA Banco Francés,BANELCO,no,no,no,no,2030,10702.86595835226,0.02821316614420063,MATADEROS,9
2019,ENERO,Vacaciones,14,LUNES,no,no,no,20,si,no,Robo,Robo total,SI,CALLE,no,si,Banco Santander Río,BANELCO,no,no,no,no,2030,7900.56792728001,0.02586206896551724,MATADEROS,9
2019,ABRIL,Ciclo laboral,12,VIERNES,no,no,no,12,no,si,Robo,Robo total,SI,CALLE,no,no,BBVA Banco Francés,BANELCO,no,no,no,no,2030,10688.787673620365,0.08833922261484099,MATADEROS,9
2019,JULIO,Ciclo laboral,3,MIERCOLES,no,si,no,10,no,si,Robo,Robo total,NO,CALLE,no,no,BBVA Banco Francés,BANELCO,no,no,no,no,2030,6976.598279832374,0.034482758620689655,MATADEROS,9
2019,JUNIO,Ciclo laboral,8,SABADO,si,no,no,8,no,no,Robo,Robo total,NO,CALLE,no,no,BBVA Banco Francés,BANELCO,no,no,no,no,2030,7324.095174290824,0.01532567049808429,MATADEROS,9
2019,ENERO,Vacaciones,2,MIERCOLES,no,si,no,22,si,no,Robo,Robo total,SI,CALLE,no,no,BBVA Banco Francés,BANELCO,no,no,no,no,2030,7324.095174290824,0.01532567049808429,MATADEROS,9
2019,AGOSTO,Ciclo laboral,26,LUNES,no,no,si,21,si,no,Robo,Robo total,SI,AVENIDA,no,no,Banco Santander Río,BANELCO,no,no,no,no,2030,3786.632419097585,0.009478672985781991,MATADEROS,9
2019,ENERO,Vacaciones,5,SABADO,si,si,no,15,no,no,Robo,Robo total,NO,AVENIDA,no,no,BBVA Banco Francés,BANELCO,no,no,no,no,2030,7324.095174290824,0.01532567049808429,MATADEROS,9
2019,SEPTIEMBRE,Ciclo laboral,7,SABADO,si,si,no,22,si,no,Robo,Robo total,NO,CALLE,no,si,BBVA Banco Francés,BANELCO,no,no,no,no,2030,7707.339384012886,0.040955631399317405,MATADEROS,9
2019,DICIEMBRE,Vacaciones,13,VIERNES,no,no,no,21,si,no,Robo,Robo total,NO,CALLE,no,no,BBVA Banco Francés,BANELCO,no,no,no,no,2030,3786.632419097585,0.009478672985781991,MATADEROS,9
2019,MARZO,Ciclo laboral,9,SABADO,si,no,no,2,si,no,Robo,Robo total,SI,CALLE,no,no,Banco Galicia,BANELCO,no,no,no,no,2030,2576.1117506835662,0.02304147465437788,MATADEROS,9
2019,ENERO,Vacaciones,29,MARTES,no,no,si,14,no,si,Robo,Robo total,SI,CALLE,no,no,BBVA Banco Francés,BANELCO,no,no,no,no,2030,3786.632419097585,0.009478672985781991,MATADEROS,9
2019,MAYO,Ciclo laboral,27,LUNES,no,no,si,23,si,no,Robo,Robo total,SI,CALLE,no,no,BBVA Banco Francés,BANELCO,no,no,no,no,2030,10009.194975333967,0.10689655172413794,MATADEROS,9
2019,MARZO,Ciclo laboral,11,LUNES,no,no,no,11,no,si,Robo,Robo total,NO,CALLE,si,si,BBVA Banco Francés,BANELCO,no,no,no,no,2030,2576.1117506835662,0.02304147465437788,MATADEROS,9
2019,ENERO,Vacaciones,18,VIERNES,no,no,no,11,no,si,Robo,Robo total,SI,CALLE,no,no,Banco Patagonia,BANELCO,no,no,no,no,2030,12637.146867240679,0.1715210355987055,MATADEROS,9
2019,ABRIL,Ciclo laboral,8,LUNES,no,no,no,19,si,no,Robo,Robo total,NO,CALLE,no,no,Banco Patagonia,BANELCO,no,no,no,no,2030,14487.117765819026,0.10962566844919786,MATADEROS,9
2019,MAYO,Ciclo laboral,17,VIERNES,no,no,no,17,no,si,Robo,Robo total,NO,AVENIDA,no,no,Banco Patagonia,BANELCO,no,no,no,no,2030,13286.922346460216,0.03496503496503497,MATADEROS,9
2019,MAYO,Ciclo laboral,22,MIERCOLES,no,no,no,13,no,si,Robo,Robo total,NO,CALLE,no,no,Banco Patagonia,BANELCO,no,no,no,no,2030,13286.922346460216,0.03496503496503497,MATADEROS,9
2019,MAYO,Ciclo laboral,15,MIERCOLES,no,no,no,15,no,si,Robo,Robo total,NO,CALLE,no,no,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,no,no,no,2030,13286.922346460216,0.03496503496503497,MATADEROS,9
2019,MARZO,Ciclo laboral,25,LUNES,no,no,si,10,no,si,Robo,Robo total,SI,CALLE,no,no,ICBC,BANELCO,no,no,no,no,2030,11250.888542953817,0.006578947368421052,MATADEROS,9
2019,SEPTIEMBRE,Ciclo laboral,2,LUNES,no,si,no,8,no,no,Robo,Robo total,NO,CALLE,no,no,ICBC,BANELCO,no,no,no,no,2030,13027.340119525756,0.1347517730496454,MATADEROS,9
2019,MARZO,Ciclo laboral,27,MIERCOLES,no,no,si,13,no,si,Robo,Robo total,NO,CALLE,no,si,Banco Patagonia,BANELCO,no,si,no,no,2030,10089.977329180227,0.00909090909090909,MATADEROS,9
2019,AGOSTO,Ciclo laboral,5,LUNES,no,si,no,21,si,no,Robo,Robo total,SI,CALLE,no,si,Banco Patagonia,BANELCO,no,si,no,no,2030,4736.446738212539,0.007434944237918215,MATADEROS,9
2019,ENERO,Vacaciones,24,JUEVES,no,no,si,18,si,no,Robo,Robo total,NO,CALLE,no,no,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,no,no,no,no,2030,13697.118775679925,0.006349206349206349,MATADEROS,9
2019,ENERO,Vacaciones,13,DOMINGO,si,no,no,0,si,no,Robo,Robo total,SI,CALLE,no,no,Banco Santander Río,BANELCO,no,no,no,no,2030,11058.37993576569,0.03237410071942446,MATADEROS,9
2019,NOVIEMBRE,Ciclo laboral,25,LUNES,no,no,si,0,si,no,Robo,Robo total,SI,CALLE,no,no,Banco Santander Río,BANELCO,no,no,no,no,2030,9355.653244940426,0.007782101167315175,MATADEROS,9
2019,FEBRERO,Vacaciones,13,MIERCOLES,no,no,no,18,si,no,Robo,Robo total,NO,CALLE,no,no,Banco Patagonia,BANELCO,no,no,no,no,2030,10089.977329180227,0.00909090909090909,MATADEROS,9
2019,JUNIO,Ciclo laboral,6,JUEVES,no,si,no,14,no,si,Robo,Robo total,NO,CALLE,no,no,Banco Santander Río,BANELCO,no,no,no,no,2030,12957.547004315931,0.006493506493506494,MATADEROS,9
